Product ID;Name;Category;Description;Price;Image 1 URL (Hi-Res);Image 2 URL (Hi-Res);Country;Region;Grape Varieties (Szczepy);Winetype (Rodzaj);Dryness (Wytrawność);Alcohol %;Pairing (Polecane do);Product URL
8017868005186;Barbera Il tempo che passa d'Asti Superiore DOCG 0,75 L;Wina | Wytrawność | Delikatnie wytrawne | Szczepy | Czerwone | Barbera | Rodzaj | Wino czerwone | treściwe i beczkowe | Cena | 60,01 - 100,00 zł | Kraj | Włochy;Intensywny, czerwony kolor z refleksami fioletu, zaś w nosie dominujące dojrzałe owoce, głównie wiśnie, nuty dębowe oraz korzenne przyprawy. W ustach jest mocne, treściwe i dobrze zbudowane, poza owocami wyczuwalne są także beczkowe taniny. Finisz tego wina jest długi i trwały, a kwasowość znaczna i ożywcza.;89,90 zł;https://dobrewina.pl/2188-large_default/barbera-il-tempo-che-passa-d-asti-superiore-docg-075-l.jpg;N/A;Włochy;Piemonte;Barbera;Spokojne;Lekko wytrawne;15,5%;Dania Śródziemnomorskie, Wieprzowina, Drób, Dziczyzna;https://dobrewina.pl/wino-czerwone/5498-barbera-il-tempo-che-passa-d-asti-superiore-docg-075-l-8017868005186.html
8017868004158;Barolo Poiana Radice DOCG 0,75 L;Wina | Wytrawność | Wytrawne | Szczepy | Czerwone | Rodzaj | Wino czerwone | treściwe i beczkowe | Cena | 100,01 - 200,00 zł | Kraj | Włochy | Barolo | Promocje | Okazje miesiąca!;Złożone, bogate i cudownie wielowarstwowe. Czerwone wino z refleksami granatu. Złożony bukiet z nutami fiołka, wanilii i czekolady. W smaku pełne i elegancko zrównoważone, z cudownie długim finiszem. Wanilia, czekolada, róże, smoła, skóra, fiołki – cudowna gama smaków, które otwierają się poprzez warstwy tego złożonego wina. Dojrzewa 36 miesięcy w dębowych beczkach i kolejne 6 miesięcy w butelce.;88,00 zł;https://dobrewina.pl/2189-large_default/wino-barolo-poiana-radice-docg-wloskie-czerwone-wytrawne-075-l.jpg;N/A;Włochy;Piemonte;Nebbiolo;Spokojne;Wytrawne;14,5%;Wołowina, Wieprzowina, Drób, Dziczyzna;https://dobrewina.pl/wino-czerwone/5499-wino-barolo-poiana-radice-docg-wloskie-czerwone-wytrawne-075-l-8017868004158.html
016697000292;Deloach Chardonnay Heritage Collection California 0,75 L;Wina | Wytrawność | Wytrawne | Szczepy | Białe | Chardonnay | Rodzaj | Wino białe | dojrzałe i aksamitne | Nowości | Cena | 60,01 - 100,00 zł | Kraj;Wino De Loach Chardonnay Heritage Collection to doskonały wybór dla miłośników eleganckich i aromatycznych białych win. Pochodzące z Kalifornii wino zachwyca swoją bogatą paletą smaków i intensywnym bukietem zapachowym. De Loach Chardonnay Heritage Collection charakteryzuje się delikatnymi nutami owoców tropikalnych, takich jak ananas czy mango, które doskonale komponują się z nutami wanilii i dębu. Wino jest pełne i zbalansowane, idealne do spożywania samodzielnie lub jako doskonałe uzupełnienie do dań kuchni śródziemnomorskiej. Dzięki starannej produkcji i dbałości o każdy detal, De Loach Chardonnay Heritage Collection jest gwarancją wysokiej jakości i niezapomnianego smaku. To wino z pewnością przypadnie do gustu zarówno doświadczonym degustatorom, jak i początkującym miłośnikom wina. Zapraszamy do odkrycia magii De Loach Chardonnay Heritage Collection i delektowania się jego wyjątkowymi walorami podczas wyjątkowych okazji oraz chwil relaksu.;69,90 zł;https://dobrewina.pl/2204-large_default/wino-biale-deloach-chardonnay-heritage-collection-california-wytrawne-075-l.jpg;N/A;USA;California;Chardonnay;Spokojne;Wytrawne;13,5%;Ryby, Dania Śródziemnomorskie, Drób, Samo w sobie;https://dobrewina.pl/wino-biale/5511-wino-biale-deloach-chardonnay-heritage-collection-california-wytrawne-075-l-016697000292.html
016697000308;Deloach Cabernet Sauvignon Heritage Collection California 0,75 L;Wina | Wytrawność | Wytrawne | Szczepy | Czerwone | Cabernet Sauvignon | Rodzaj | Wino czerwone | treściwe i beczkowe | Nowości | Cena | 60,01 - 100,00 zł | Kraj;Deloach Cabernet Sauvignon z kolekcji Heritage Collection to doskonały wybór dla miłośników wyrafinowanych win. To czerwone wino pochodzi z malowniczych winnic w Kalifornii i jest doskonałym przykładem doskonałej jakości z tego regionu. Smak tego wina jest intensywny i bogaty, z wyraźnymi nutami czarnej porzeczki, czereśni i delikatnymi akcentami wanilii. Jest to wino pełne harmonii, o gładkiej strukturze i długim, przyjemnym finiszu. Wino Deloach Cabernet Sauvignon Heritage Collection doskonale sprawdzi się podczas eleganckich kolacji czy wieczorów na tarasie.;69,90 zł;https://dobrewina.pl/2205-large_default/wino-czerwone-deloach-cabernet-sauvignon-heritage-collection-california-wytrawne-075-l.jpg;N/A;USA;California;Cabernet Sauvignon;Spokojne;Wytrawne;13,5%;Wołowina, Baranina, Wieprzowina, Dziczyzna;https://dobrewina.pl/wino-czerwone/5512-wino-czerwone-deloach-cabernet-sauvignon-heritage-collection-california-wytrawne-075-l-016697000308.html
016697006669;Deloach Pinot Noir Heritage Collection California 0,75 L;Wina | Wytrawność | Wytrawne | Szczepy | Czerwone | Pinot Noir | Rodzaj | Wino czerwone | aromatyczne i dojrzałe | Nowości | Cena | 60,01 - 100,00 zł | Kraj;Deloach Pinot Noir Heritage Collection to doskonałe wino pochodzące z Kalifornii, które zachwyca swoją wyjątkową jakością i smakiem. Wyprodukowane z najwyższej jakości winogron, to wino z pewnością zadowoli nawet najbardziej wymagających koneserów. Wino Deloach Pinot Noir Heritage Collection cechuje się bogatym aromatem czerwonych owoców, delikatnymi nutami przypraw i subtelnie wyczuwalnymi taninami. Jest to idealny wybór zarówno na specjalne okazje, jak i na wieczorne relaksacyjne chwile. Dzięki starannej produkcji i dbałości o każdy detal, Deloach Pinot Noir Heritage Collection oferuje niezapomniane doznania smakowe, które rozpieszczają podniebienie i pozostawiają niezapomniane wrażenia.;69,90 zł;https://dobrewina.pl/2206-large_default/wino-czerwone-deloach-pinot-noir-heritage-collection-california-wytrawne-075-l.jpg;N/A;USA;California;Pinot Noir;Spokojne;Wytrawne;14,5%;Wołowina, Baranina, Wieprzowina, Drób, Dziczyzna;https://dobrewina.pl/wino-czerwone/5513-wino-czerwone-deloach-pinot-noir-heritage-collection-california-wytrawne-075-l-016697006669.html
3770000283105;Domaine Cogne Sauvignon Blanc Loire IGP 0,75 L;Wina | Wytrawność | Wytrawne | Szczepy | Białe | Sauvignon Blanc | Rodzaj | Wino białe | świeże i orzeźwiające | Nowości | Cena | 40,01 - 60,00 zł | Kraj | Francja;Wino Domaine Cogne Sauvignon Blanc Loire IGP 0,75 L to doskonały wybór dla miłośników win z regionu Doliny Loary. To wino charakteryzuje się delikatnymi nutami owocowymi, z nutami cytrusowymi i świeżą kwasowością. Doskonale pasuje do dań z ryb i owoców morza, a także do sałatek oraz serów kozich.;55,00 zł;https://dobrewina.pl/2207-large_default/wino-biale-domaine-cogne-sauvignon-blanc-loire-francuskie-wytrawne-igp-075-l.jpg;N/A;Francja;Dolina Loary;Sauvignon Blanc;Spokojne;Wytrawne;12%;Ryby, Dania wegetariańskie, Przystawki, Samo w sobie;https://dobrewina.pl/wino-biale/5514-wino-biale-domaine-cogne-sauvignon-blanc-loire-francuskie-wytrawne-igp-075-l-3770000283105.html
8002579981676;Langhe Nebbiolo Cantina Terre del Barolo 0,75 L;Wina | Wytrawność | Wytrawne | Szczepy | Czerwone | Nebbiolo | Rodzaj | Wino czerwone | aromatyczne i dojrzałe | Nowości | Cena | 40,01 - 60,00 zł | Kraj | Włochy;Rozważając wino Langhe Nebbiolo Cantina Terre del Barolo , warto zwrócić uwagę na jego wyjątkowe cechy i smak. To czerwone wino pochodzące z regionu Langhe w Piemoncie we Włoszech, które zostało stworzone z jednego z najbardziej szlachetnych szczepów winogron - Nebbiolo. Langhe Nebbiolo Cantina Terre del Barolo to wino o głębokim rubinowym kolorze, które charakteryzuje się intensywnym aromatem czerwonych owoców, przypraw i subtelnych nut kwiatowych. W ustach jest pełne, harmonijne i eleganckie, z dobrze zintegrowanymi taninami i długim finiszem. To doskonały wybór dla miłośników win o wyrafinowanym smaku i eleganckiej strukturze. Doskonale sprawdzi się jako towarzysz wieczornych spotkań ze znajomymi czy romantycznych kolacji. Langhe Nebbiolo Cantina Terre del Barolo to propozycja dla osób poszukujących unikatowego doświadczenia smakowego oraz chcących poznać bogactwo włoskiej enologii.;55,00 zł;https://dobrewina.pl/2208-large_default/wino-langhe-nebbiolo-cantina-terre-del-barolo-wloskie-czerwone-wytrawne-075-l.jpg;N/A;Włochy;Piemonte;Nebbiolo;Spokojne;Wytrawne;14%;Wołowina, Baranina, Wieprzowina, Dziczyzna;https://dobrewina.pl/wino-czerwone/5515-wino-langhe-nebbiolo-cantina-terre-del-barolo-wloskie-czerwone-wytrawne-075-l-8002579981676.html
8033355401323;Barolo Serio e Battista Borgogno 2019;Wina | Wytrawność | Wytrawne | Szczepy | Czerwone | Nebbiolo | Rodzaj | Wino czerwone | treściwe i beczkowe | Nowości | Cena | 100,01 - 200,00 zł | Kraj | Włochy | Barolo;Wino Barolo Serio e Battista Borgogno z rocznika 2019 to wyjątkowy trunek, który zachwyca swoją elegancją i bogatym smakiem. To wino pochodzi z regionu Piemont we Włoszech, gdzie tradycja winiarska sięga setek lat wstecz. Barolo Serio e Battista Borgogno to idealny wybór dla miłośników czerwonych win, którzy poszukują czegoś wyjątkowego i niezapomnianego. Jego intensywny aromat owoców leśnych i przypraw sprawia, że każdy łyk jest prawdziwą ucztą dla podniebienia. To wino doskonale komponuje się z potrawami kuchni włoskiej, zwłaszcza z daniami mięsnymi oraz serami o intensywnym smaku. Jest także doskonałym towarzyszem wieczornych spotkań czy romantycznych kolacji. Wino Barolo Serio e Battista Borgogno z roku 2019 to propozycja dla osób ceniących sobie wysoką jakość i niepowtarzalny charakter trunku. Dzięki swojej kompleksowości i głębokiemu smakowi stanowi doskonały wybór dla wszystkich wielbicieli dobrego wina.;139,00 zł;https://dobrewina.pl/2209-large_default/wino-barolo-serio-e-battista-borgogno-2019-wloskie-czerwone-wytrawne-075-l.jpg;N/A;Włochy;Piemonte;Nebbiolo;Spokojne;Wytrawne;14%;Wołowina, Dania Śródziemnomorskie, Baranina, Wieprzowina;https://dobrewina.pl/wino-czerwone/5516-wino-barolo-serio-e-battista-borgogno-2019-wloskie-czerwone-wytrawne-075-l-8033355401323.html
5706579431720;Barolo Ludo Luigi Einaudi 2019;Wina | Wytrawność | Wytrawne | Szczepy | Czerwone | Nebbiolo | Rodzaj | Wino czerwone | treściwe i beczkowe | Cena | 100,01 - 200,00 zł | Kraj | Włochy | Barolo;Różnorodność win na rynku jest ogromna, ale wśród nich Barolo Ludo Luigi Einaudi wyróżnia się jako prawdziwa perełka. To wyjątkowe wino pochodzi z regionu Piemont we Włoszech i jest uznawane za jedno z najbardziej prestiżowych win czerwonych na świecie. Barolo Ludo Luigi Einaudi charakteryzuje się intensywnym aromatem czerwonych owoców, przypraw i delikatnych nut mineralnych. W smaku jest pełne, złożone i eleganckie, z dobrze zintegrowanymi taninami i długim, harmonijnym finiszem. To idealny wybór dla miłośników wysokiej jakości win, którzy szukają czegoś wyjątkowego do degustacji lub podarunku. Dzięki swojej bogatej historii i tradycji produkcji Barolo Ludo Luigi Einaudi ma wiele do zaoferowania nawet najbardziej wymagającym koneserom wina. To niezwykłe wino doskonale sprawdzi się podczas eleganckich kolacji, romantycznych wieczorów czy specjalnych okazji, dodając im wyjątkowego uroku i smaku.;149,00 zł;https://dobrewina.pl/2210-large_default/wino-barolo-ludo-luigi-einaudi-wloskie-czerwone-wytrawne-2019-075-l.jpg;N/A;Włochy;Piemonte;Nebbiolo;Spokojne;Wytrawne;14%;Wołowina, Dania Śródziemnomorskie, Wieprzowina, Drób, Dziczyzna;https://dobrewina.pl/wino-czerwone/5517-wino-barolo-ludo-luigi-einaudi-wloskie-czerwone-wytrawne-2019-075-l-5706579431720.html
8032535831172;Brunello di Montalcino Tenuta di Fossacolle 2017;Wina | Wytrawność | Wytrawne | Szczepy | Czerwone | Rodzaj | Wino czerwone | treściwe i beczkowe | Nowości | Cena | 100,01 - 200,00 zł | Kraj | Włochy | Brunello;Brunello di Montalcino Tenuta di Fossacolle to wyjątkowe wino pochodzące z malowniczej Toskanii we Włoszech. Ta winnica słynie z produkcji doskonałych win, które zachwycają swoją jakością i wyjątkowym smakiem. Brunello di Montalcino Tenuta di Fossacolle to czerwone wino o intensywnym aromacie owoców leśnych, przypraw i delikatnych nut drewna. Jego bogate i złożone smaki doskonale komponują się z potrawami kuchni włoskiej, zwłaszcza z daniami mięsnymi i serami. To wino charakteryzuje się długim finiszem i elegancką strukturą, co sprawia, że jest idealnym wyborem na specjalne okazje czy romantyczne wieczory we dwoje. Dzięki starannej produkcji i dbałości o każdy detal, Brunello di Montalcino Tenuta di Fossacolle zdobywa uznanie zarówno wśród koneserów wina, jak i początkujących entuzjastów.;169,00 zł;https://dobrewina.pl/2211-large_default/wino-brunello-di-montalcino-tenuta-di-fossacolle-2017-wloskie-czerwone-wytrawne-075-l.jpg;N/A;Włochy;Toskania;Sangiovese;Spokojne;Wytrawne;14,5%;Wołowina, Baranina, Wieprzowina, Dania wegetariańskie, Dziczyzna;https://dobrewina.pl/wino-czerwone/5518-wino-brunello-di-montalcino-tenuta-di-fossacolle-2017-wloskie-czerwone-wytrawne-075-l-8032535831172.html
8437003095726;Pinoso Vergel Tinto Bio DOP Alicante 0,75 L;Wina | Wytrawność | Wytrawne | Szczepy | Czerwone | Monastrell | Rodzaj | Wino czerwone | aromatyczne i dojrzałe | Wino wegańskie | Cena | 40,01 - 60,00 zł | Kraj | Hiszpania | Promocje | Wyprzedaż;Pinoso Vergel Tinto Bio DOP Alicante to organiczne czerwone wino pochodzące z regionu Alicante w Hiszpanii. Jest to wyjątkowe wino, które powstaje z dbałością o środowisko naturalne i tradycyjnymi metodami produkcji. Wina Pinoso Vergel Tinto Bio DOP Alicante cechują się intensywnym aromatem owoców leśnych, delikatnymi nutami przypraw oraz miękkimi taninami. Są doskonałym wyborem dla miłośników ekologicznych win, którzy cenią sobie wysoką jakość i autentyczność smaku. Dzięki starannej selekcji winogron oraz precyzyjnemu procesowi produkcji, wino Pinoso Vergel Tinto Bio DOP Alicante zachwyca swoją głęboką barwą i wyrazistym charakterem. Idealnie sprawdzi się jako towarzysz wieczornych spotkań ze znajomymi czy romantycznych kolacji przy świecach.;29,90 zł;https://dobrewina.pl/2212-large_default/wino-czerwone-pinoso-vergel-tinto-bio-hiszpanskie-wytrawne-dop-alicante-075-l.jpg;N/A;Hiszpania;N/A;Monastrell, Merlot, Alicante Bouschet;Spokojne;Wytrawne;14,5%;Wołowina, Baranina, Wieprzowina, Dziczyzna;https://dobrewina.pl/wino-czerwone/5521-wino-czerwone-pinoso-vergel-tinto-bio-hiszpanskie-wytrawne-dop-alicante-075-l-8437003095726.html
8022931502196;Brunello di Montalcino Argiano 2019 0,75 L;Wina | Wytrawność | Wytrawne | Szczepy | Czerwone | Sangiovese | Rodzaj | Wino czerwone | treściwe i beczkowe | Nowości | Cena | 100,01 - 200,00 zł | Kraj | Włochy | Brunello | Promocje | Wyprzedaż;Wino Brunello di Montalcino Argiano 2019 - Wyjątkowe Czerwone Wytrawne Odkryj magię Brunello di Montalcino Wino Brunello di Montalcino Argiano 2019 to prawdziwa perła wśród włoskich win czerwonych . Jego bogaty smak oraz wyjątkowy aromat przeniosą Cię w malownicze zakątki Toskanii , gdzie powstaje to znakomite wino. Wytwarzane z najwyższej jakości winogron Sangiovese , to wytrawne wino zachwyca zarówno koneserów, jak i tych, którzy dopiero zaczynają swoją przygodę z winem. Historia i tradycja winnicy Argiano Winnica Argiano ma długą i fascynującą historię sięgającą XVI wieku. Położona na wzgórzach Montalcino , korzysta z idealnych warunków klimatycznych oraz glebowych do uprawy winorośli. Pasja do tworzenia doskonałych win przekazywana jest przez pokolenia, co sprawia, że każdy łyk tego trunku to hołd dla tradycji i rzemiosła. Cechy charakterystyczne wina Brunello di Montalcino Argiano 2019 Brunello di Montalcino Argiano 2019 charakteryzuje się głębokim rubinowym kolorem i intensywnym aromatem. Już przy pierwszym kieliszku poczujesz nuty dojrzałych owoców, takich jak wiśnie i śliwki, które harmonijnie przeplatają się z delikatnymi akcentami wanilii oraz przypraw. W ustach wino jest pełne i aksamitne, a jego taniny są dobrze zbalansowane, co sprawia, że każde łyczek to prawdziwa uczta dla podniebienia. Długi finisz wzbogacony jest subtelnymi nutami skóry oraz tytoniu, co czyni je idealnym wyborem na specjalne okazje. Z czym łączymy wino Brunello di Montalcino Argiano 2019? Brunello di Montalcino Argiano doskonale komponuje się z różnorodnymi potrawami. Idealnie pasuje do dań mięsnych, zwłaszcza wołowiny duszonej lub grillowanej jagnięciny. Możesz także serwować je z klasycznymi włoskimi daniami takimi jak risotto czy pasta z sosami na bazie pomidorów. Nie zapomnij o serach – twarde sery dojrzewające będą znakomitym uzupełnieniem dla tego wyjątkowego wina. Dlaczego warto wybrać Brunello di Montalcino Argiano? Decydując się na zakup Brunello di Montalcino Argiano 2019 , inwestujesz nie tylko w butelkę znakomitego wina, ale również w doświadczenie pełne smakowych doznań. To idealny wybór na specjalne okazje lub jako prezent dla miłośników dobrego trunku. Zamów już dziś Brunello di Montalcino Argiano 2019 i odkryj smak Toskanii w swoim domu! To doskonały wybór zarówno na romantyczną kolację, jak i spotkanie ze znajomymi.;169,00 zł;https://dobrewina.pl/2213-large_default/wino-brunello-di-montalcino-argiano-wloskie-czerwone-wytrawne-2019-075-l.jpg;N/A;Włochy;Toskania;Sangiovese;Spokojne;Wytrawne;14,5%;Wołowina, Dania Śródziemnomorskie, Baranina, Wieprzowina, Dziczyzna;https://dobrewina.pl/wino-czerwone/5519-wino-brunello-di-montalcino-argiano-wloskie-czerwone-wytrawne-2019-075-l-8022931502196.html
5600230679547;Duris Reserva Douro DOC 0,75 L;Wina | Wytrawność | Wytrawne | Szczepy | Czerwone | Rodzaj | Wino czerwone | treściwe i beczkowe | Nowości | Cena | 40,01 - 60,00 zł | Kraj | Portugalia;Doskonale zbilansowane wino z najbardziej prestiżowego regionu Portugalii, posiada głęboką rubinową barwę i aromaty dojrzałych czerwonych owoców oraz czerwonych róż, z subtelnymi nutami starzenia w beczkach z francuskiego dębu, które dodają winu złożoności i elegancji. Na podniebieniu świeży wyraz dojrzałych czarnych wiśni i prażonych ziaren kakaowca, średnio pełna treść, dojrzałe i gładkie taniny.;49,90 zł;https://dobrewina.pl/2220-large_default/wino-czerwone-duris-reserva-douro-portugalskie-wytrawne-doc-075-l.jpg;https://dobrewina.pl/2221-large_default/wino-czerwone-duris-reserva-douro-portugalskie-wytrawne-doc-075-l.jpg;Portugalia;Douro;Touriga Nacional, Tinta Roriz;Spokojne;Wytrawne;13,5%;Wołowina, Baranina, Wieprzowina, Dziczyzna;https://dobrewina.pl/wino-czerwone/5528-wino-czerwone-duris-reserva-douro-portugalskie-wytrawne-doc-075-l-5600230679547.html
5600230679523;Alumia Reserva Tinto Beira Interior DOC 0,75 L;Wina | Wytrawność | Wytrawne | Szczepy | Czerwone | Rodzaj | Wino czerwone | aromatyczne i dojrzałe | Nowości | Cena | 25,01 - 40,00 zł | Kraj | Portugalia | Wina do 30 zł;Alumia Reserva Tinto to wino o rubinowej barwie, charakteryzujące się intensywnym aromatem czerwonych owoców z pikantną, balsamiczną matrycą. W ustach miękkie, zrównoważone z bardzo eleganckim finiszem.;29,90 zł;https://dobrewina.pl/2222-large_default/wino-czerwone-alumia-reserva-tinto-beira-interior-portugalskie-wytrawne-doc-075-l.jpg;N/A;Portugalia;Beira Interior;Bastardo, Trincadeira, Touriga Nacional, Tinta Roriz, Rufete;Spokojne;Wytrawne;13%;Wołowina, Baranina, Wieprzowina, Drób;https://dobrewina.pl/wino-czerwone/5527-wino-czerwone-alumia-reserva-tinto-beira-interior-portugalskie-wytrawne-doc-075-l-5600230679523.html
5600230679516;Alumia Reserva Rose Beira Interior DOC 0,75 L;Wina | Wytrawność | Wytrawne | Rodzaj | Wino różowe | Nowości | Cena | 25,01 - 40,00 zł | Kraj | Portugalia | Promocje | Okazje miesiąca! | Wina do 30 zł;Alumia Reserva Rosé to bardzo atrakcyjne wino o intensywnym aromacie czerwonych owoców z niuansami owoców egzotycznych, co czyni je winem lekkim i przyjemnym. W ustach miękkie z trwałym finiszem.;28,00 zł;https://dobrewina.pl/2223-large_default/wino-rozowe-alumia-reserva-rose-beira-interior-portugalskie-wytrawne-doc-075-l.jpg;N/A;Portugalia;Beira Interior;Rufete, Bastardo, Touriga Nacional, Tinta Roriz;Spokojne;Wytrawne;11%;Ryby, Aperitif, Przystawki, Samo w sobie;https://dobrewina.pl/wino-rozowe/5526-wino-rozowe-alumia-reserva-rose-beira-interior-portugalskie-wytrawne-doc-075-l-5600230679516.html
5600230679509;Alumia Reserva Branco Beira Interior DOC 0,75 L;Wina | Wytrawność | Wytrawne | Szczepy | Białe | Rodzaj | Wino białe | świeże i orzeźwiające | Nowości | Cena | 25,01 - 40,00 zł | Kraj | Portugalia;Alumia Reserva White ma cytrynowożółty kolor z zielonkawymi nutami i prezentuje owocowy aromat z intensywnymi nutami kwiatowymi, nadając świeżości i młodości wszechstronnemu i przyjemnemu zestawowi. Jest winem bardzo świeżym i zrównoważonym.;29,90 zł;https://dobrewina.pl/2224-large_default/wino-biale-alumia-reserva-branco-beira-interior-portugalskie-wytrawne-doc-075-l.jpg;N/A;Portugalia;Beira Interior;Malvasia, Síria, Fonte Cal, Arinto;Spokojne;Wytrawne;10,5%;Ryby, Owoce morza, Przystawki, Samo w sobie;https://dobrewina.pl/wino-biale/5525-wino-biale-alumia-reserva-branco-beira-interior-portugalskie-wytrawne-doc-075-l-5600230679509.html
5600230679455;Vinho Verde Varzea do Marao DOC 0,75 L;Wina | Wytrawność | Delikatnie wytrawne | Szczepy | Białe | Rodzaj | Wino musujące | Frizzante | Nowości | Cena | 25,01 - 40,00 zł | Kraj | Portugalia | Wina do 30 zł;Várzea do Marão ma cytrusowo-żółty kolor z lekkim i bąbelkami , które sprzyja ją uwolnieniu aromatów tropikalnych i cytrusowych z lekkimi niuansami kwiatowymi, które odzwierciedlają zielony krajobraz regionu. W ustach wykazuje dużą świeżość i żywą kwasowość, co czyni go winem bardzo przyjemnym i wszechstronnym. Nuty białych kwiatów. Nuty białych owoców, takich jak gruszka, brzoskwinia, morela, liczi, ananas, marakuja i papaja.;29,90 zł;https://dobrewina.pl/2225-large_default/vinho-verde-varzea-do-marao-doc-075-l.jpg;N/A;Portugalia;Minho;Trajadura, Loureiro, Arinto, Azal;Musujące;Lekko wytrawne;8,5%;Aperitif, Przystawki, Samo w sobie;https://dobrewina.pl/wino-musujace/5523-vinho-verde-varzea-do-marao-doc-075-l-5600230679455.html
5600230679127;Vinho Verde Alvarinho Quinta da Calcada DOC 0,75 L;Wina | Wytrawność | Wytrawne | Szczepy | Białe | Rodzaj | Wino musujące | Frizzante | Cena | 40,01 - 60,00 zł | Kraj | Portugalia | Promocje | Wyprzedaż;Jest to wino pochodzące z regionu Minho w Portugalii, które jest w 100% wyprodukowane z odmiany Alvarinho, to biała odmiana winogron, która jest znana ze swojego intensywnego aromatu i świeżości. Wino Quinta da Calcada zachwyca delikatnymi nutami cytrusowymi, kwiatowymi oraz owocowymi. Jest doskonałym wyborem dla miłośników lekkich i orzeźwiających win. To wino idealnie sprawdzi się jako aperitif lub towarzysz posiłków z owocami morza, rybami czy sałatkami. Dzięki swojej elegancji i subtelności doskonale komponuje się z letnimi potrawami oraz wieczornymi spotkaniami ze znajomymi.;39,90 zł;https://dobrewina.pl/2226-large_default/wino-biale-vinho-verde-alvarinho-quinta-da-calcada-portugalskie-lekko-wytrawne-doc-075-l.jpg;N/A;Portugalia;Minho;Alvarinho;Musujące;Wytrawne;13%;Ryby, Owoce morza, Przystawki, Samo w sobie;https://dobrewina.pl/wino-musujace/5524-wino-biale-vinho-verde-alvarinho-quinta-da-calcada-portugalskie-lekko-wytrawne-doc-075-l-5600230679127.html
8414219300066;Cuatro Rayas Cuarenta Vendimias Ribera del Duero DOC 0,75 L;Wina | Wytrawność | Wytrawne | Szczepy | Czerwone | Rodzaj | Wino czerwone | treściwe i beczkowe | Nowości | Cena | 40,01 - 60,00 zł | Kraj | Hiszpania;Wino to pochodzi z hiszpańskiego regionu Ribera del Duero. Cuatro Rayas Cuarenta Vendimias to wyjątkowe wino, które powstaje z ręcznie zbieranych winogron starannie wyselekcjonowanych z najlepszych winnic. Dzięki 40-letniemu doświadczeniu producenta, każda butelka tego wina jest gwarancją doskonałej jakości i niezapomnianego smaku. Wino Cuatro Rayas Cuarenta Vendimias charakteryzuje się intensywnym aromatem czerwonych owoców, delikatnymi nutami drewna oraz subtelnie zaznaczoną wanilią. W ustach jest pełne i harmonijne, o miękkich taninach i długim finiszu.;55,00 zł;https://dobrewina.pl/2233-large_default/wino-czerwone-cuatro-rayas-cuarenta-vendimias-ribera-del-duero-hiszpanskie-wytrawne-doc-075-l.jpg;N/A;Hiszpania;Ribera del Duero;Tempranillo;Spokojne;Wytrawne;14,5%;Dziczyzna, Wołowina, Baranina, Wieprzowina;https://dobrewina.pl/wino-czerwone/5533-wino-czerwone-cuatro-rayas-cuarenta-vendimias-ribera-del-duero-hiszpanskie-wytrawne-doc-075-l-8414219300066.html
